Id,LoaiNha,PhanVung,DienTichLot,CauHinhLot,LoaiToaNha,TinhTrangTongThe,NamXayDung,NamSuaChua,VatLieuNgoai,BsmtFinSF2,TongSoBsmtSF,GiaBan
2768,NhaLienKe,CT,178,Vuong,CanHo,5,2012,2012,Gach,0,0,2450096664
2769,NhaLienKe,HN,200,ChuNhat,2Tang,10,2003,2012,BeTong,0,0,2444369600
2770,CanHo,DN,195,ChuNhat,2Tang,8,2006,2019,Gach,0,0,2565697485
2771,NhaLienKe,HP,109,ChuNhat,CanHo,7,2011,2011,Toi,0,0,1551917584
2772,CanHo,CT,147,Vuong,2Tang,6,1994,1994,Gach,0,0,2061364536
2773,NhaLienKe,HN,200,ChuNhat,1Tang,6,1993,1993,Toi,0,0,2702636400
2774,ChungCu,HN,136,ChuL,1Tang,10,1996,2006,Gach,0,0,1808506376
2775,NhaPho,HN,52,ChuNhat,CanHo,7,2010,2023,ToiGach,0,0,701080692
2776,ChungCu,CT,170,Vuong,2Tang,6,2014,2014,ToiGach,0,0,2216524770
2777,CanHo,DN,118,Vuong,2Tang,9,2012,2012,BeTong,0,0,1430953904
2778,ChungCu,HN,185,Vuong,1Tang,9,2007,2009,Gach,0,0,2310331245
2779,ChungCu,HCM,105,ChuNhat,2Tang,9,2014,2017,ToiGach,0,0,1465882950
2780,CanHo,CT,152,TamGiac,1Tang,6,2019,2019,ToiGach,0,0,2016939224
2781,NhaPho,HP,60,ChuNhat,CanHo,8,1995,1996,ToiGach,0,0,839688300
2782,NhaPho,CT,100,Vuong,1Tang,10,2010,2010,Toi,0,0,1351913400
2783,NhaLienKe,CT,117,TamGiac,3Tang,8,1993,2010,Toi,0,0,1505839023
2784,CanHo,DN,88,TamGiac,CanHo,5,2005,2005,Gach,0,0,1187801912
2785,CanHo,HN,187,ChuNhat,1Tang,5,1995,1995,BeTong,0,0,2590779719
2786,NhaPho,CT,110,TamGiac,1Tang,6,2017,2020,ToiGach,0,0,1565839220
2787,NhaPho,DN,53,Vuong,2Tang,5,2020,2020,Gach,0,0,716417377
2788,NhaPho,CT,103,ChuL,1Tang,5,1990,1990,Gach,0,0,1323016666
2789,ChungCu,HP,61,ChuNhat,1Tang,10,2017,2017,ToiGach,0,0,762835256
2790,NhaLienKe,HP,154,TamGiac,CanHo,7,1990,1990,Toi,0,0,2047450790
2791,ChungCu,HN,103,TamGiac,3Tang,7,1999,2018,ToiGach,0,0,1400820909
2792,ChungCu,HN,89,ChuL,1Tang,10,1995,1995,Gach,0,0,1094302081
2793,ChungCu,HP,149,Vuong,3Tang,6,1991,1991,ToiGach,0,0,1923440106
2794,NhaPho,DN,126,ChuNhat,1Tang,8,2009,2009,Gach,0,0,1829574054
2795,NhaPho,HP,173,Vuong,CanHo,5,1994,2006,ToiGach,0,0,2274648288
2796,ChungCu,DN,105,ChuL,CanHo,10,2002,2002,ToiGach,0,0,1392860490
2797,NhaLienKe,HCM,53,TamGiac,2Tang,10,1994,2005,Gach,0,0,783081307
2798,NhaLienKe,DN,51,ChuL,CanHo,9,2016,2018,Toi,0,0,653312703
2799,ChungCu,HCM,160,TamGiac,1Tang,9,1993,1993,Toi,0,0,1962006240
2800,ChungCu,HP,104,ChuNhat,3Tang,10,2007,2007,ToiGach,0,0,1393851576
2801,NhaPho,HP,113,ChuL,CanHo,8,2008,2014,ToiGach,0,0,1408133567
2802,ChungCu,HCM,175,TamGiac,2Tang,7,2022,2022,ToiGach,0,0,2247717150
2803,NhaLienKe,HCM,96,ChuL,1Tang,8,2016,2016,Toi,0,0,1245562080
2804,CanHo,HN,85,Vuong,2Tang,10,2017,2019,Gach,0,0,1140256385
2805,NhaLienKe,DN,113,ChuNhat,3Tang,10,2002,2011,Gach,0,0,1511642923
2806,NhaLienKe,HN,117,TamGiac,CanHo,5,2001,2019,Gach,0,0,1717601067
2807,NhaPho,HP,139,ChuNhat,CanHo,8,2021,2022,Toi,0,0,1772594581
2808,NhaPho,DN,75,ChuNhat,3Tang,9,2004,2004,BeTong,0,0,1075118100
2809,NhaLienKe,HN,56,ChuL,2Tang,9,2018,2018,ToiGach,0,0,830598496
2810,NhaLienKe,HP,150,ChuL,1Tang,7,2001,2001,ToiGach,0,0,2076532950
2811,NhaLienKe,CT,115,ChuL,2Tang,10,2009,2009,Toi,0,0,1458160210
2812,ChungCu,CT,176,TamGiac,3Tang,6,2003,2010,Toi,0,0,2354875424
2813,CanHo,HN,82,TamGiac,1Tang,8,2012,2012,Toi,0,0,1071336232
2814,NhaLienKe,CT,169,Vuong,CanHo,9,2014,2014,Gach,0,0,2260784825
2815,NhaPho,DN,136,ChuL,CanHo,8,1993,1993,BeTong,0,0,1887045560
2816,CanHo,CT,137,TamGiac,CanHo,6,2014,2014,BeTong,0,0,1953732066
2817,NhaPho,CT,101,ChuNhat,CanHo,5,2016,2017,Gach,0,0,1343642693
2818,CanHo,HCM,88,Vuong,2Tang,6,2004,2004,Toi,0,0,1224488496
2819,ChungCu,HN,189,Vuong,3Tang,10,2016,2016,Gach,0,0,2524912992
2820,NhaLienKe,HN,169,ChuNhat,2Tang,10,2011,2023,Gach,0,0,2408161613
2821,NhaLienKe,DN,168,ChuNhat,CanHo,7,2021,2022,Toi,0,0,2213784720
2822,CanHo,HP,123,Vuong,1Tang,5,2013,2013,Toi,0,0,1782395829
2823,NhaLienKe,HP,55,ChuNhat,2Tang,6,2011,2014,Gach,0,0,791019020
2824,NhaLienKe,DN,66,ChuL,CanHo,10,2000,2012,ToiGach,0,0,974517588
2825,NhaPho,HP,144,ChuL,3Tang,9,2022,2022,Toi,0,0,2014601328
2826,NhaLienKe,CT,145,Vuong,3Tang,9,2012,2021,BeTong,0,0,1960055480
2827,ChungCu,CT,164,ChuL,2Tang,10,2007,2007,BeTong,0,0,2430389800
2828,NhaPho,DN,66,Vuong,2Tang,9,2021,2021,BeTong,0,0,891319242
2829,CanHo,HCM,153,ChuL,CanHo,6,1993,1993,BeTong,0,0,1987602804
2830,NhaLienKe,HN,175,Vuong,3Tang,10,2005,2008,Toi,0,0,2475070325
2831,NhaPho,HP,73,Vuong,3Tang,7,2020,2020,ToiGach,0,0,1041927832
2832,NhaLienKe,HN,142,ChuL,3Tang,6,2005,2016,ToiGach,0,0,1887645192
2833,CanHo,DN,181,ChuL,CanHo,5,2022,2022,ToiGach,0,0,2593539588
2834,CanHo,HN,198,ChuNhat,1Tang,10,2007,2007,BeTong,0,0,2787725952
2835,ChungCu,DN,81,ChuL,1Tang,5,2004,2004,Toi,0,0,1059652773
2836,CanHo,CT,167,Vuong,2Tang,6,2014,2014,Gach,0,0,2362051173
2837,NhaLienKe,HCM,171,ChuL,1Tang,7,2012,2012,ToiGach,0,0,2340319167
2838,ChungCu,HN,75,TamGiac,3Tang,6,2003,2003,ToiGach,0,0,1094389425
2839,NhaLienKe,HN,171,ChuNhat,2Tang,5,2007,2013,ToiGach,0,0,2328562746
2840,NhaPho,CT,115,Vuong,2Tang,9,1990,2007,ToiGach,0,0,1534248580
2841,ChungCu,CT,156,Vuong,2Tang,7,2008,2019,Toi,0,0,2070740256
2842,ChungCu,HN,177,ChuNhat,CanHo,5,1993,2021,ToiGach,0,0,2560330134
2843,ChungCu,CT,143,TamGiac,1Tang,7,2013,2019,ToiGach,0,0,2035230340
2844,NhaLienKe,DN,194,TamGiac,CanHo,9,1992,1992,ToiGach,0,0,2358452762
2845,ChungCu,HCM,160,TamGiac,CanHo,5,2015,2017,Gach,0,0,2011115520
2846,NhaLienKe,HN,137,ChuL,2Tang,8,1991,2020,ToiGach,0,0,1816776043
2847,NhaPho,HCM,149,TamGiac,2Tang,8,2014,2022,ToiGach,0,0,1919470448
2848,NhaPho,HN,95,ChuNhat,2Tang,7,2010,2010,Toi,0,0,1320869170
2849,ChungCu,CT,55,TamGiac,2Tang,6,2001,2007,BeTong,0,0,680326625
2850,NhaPho,DN,75,ChuL,3Tang,5,2001,2023,BeTong,0,0,1024706400
2851,CanHo,HN,65,ChuL,3Tang,6,2015,2015,Toi,0,0,945383530
2852,CanHo,CT,69,ChuNhat,1Tang,6,2012,2012,Toi,0,0,899696244
2853,NhaLienKe,HCM,86,Vuong,1Tang,9,2015,2021,Toi,0,0,1154219846
2854,NhaPho,HP,171,Vuong,1Tang,5,2006,2013,Toi,0,0,2206184544
2855,ChungCu,CT,139,Vuong,2Tang,10,1992,1992,ToiGach,0,0,1724768573
2856,NhaPho,HN,183,ChuL,1Tang,10,2000,2009,Toi,0,0,2640872268
2857,ChungCu,DN,102,ChuL,1Tang,7,1991,1991,BeTong,0,0,1281735672
2858,NhaPho,HCM,110,ChuNhat,CanHo,10,2015,2022,Gach,0,0,1542554420
2859,NhaPho,DN,87,TamGiac,2Tang,9,2006,2006,Gach,0,0,1130104422
2860,NhaPho,HCM,164,ChuNhat,2Tang,8,1999,2021,ToiGach,0,0,2333585684
2861,NhaLienKe,DN,156,ChuL,CanHo,10,2011,2011,BeTong,0,0,2290411812
2862,ChungCu,HN,92,ChuL,2Tang,6,1999,2000,BeTong,0,0,1185295340
2863,ChungCu,DN,149,Vuong,2Tang,10,2012,2012,Toi,0,0,1948408930
2864,NhaLienKe,HN,192,Vuong,CanHo,8,2015,2022,Gach,0,0,2560092096
2865,NhaPho,HP,139,TamGiac,2Tang,8,1994,2009,Gach,0,0,1888515160
2866,ChungCu,DN,182,TamGiac,2Tang,5,1996,1996,Gach,0,0,2515497894
2867,ChungCu,CT,187,Vuong,2Tang,6,2013,2021,ToiGach,0,0,2612489671
2868,NhaPho,CT,117,TamGiac,3Tang,8,1998,2022,BeTong,0,0,1657023030
2869,CanHo,CT,95,ChuL,CanHo,9,2008,2018,Toi,0,0,1232473190
2870,ChungCu,HN,61,Vuong,2Tang,10,1990,2021,Gach,0,0,872626777
2871,ChungCu,HCM,166,ChuL,2Tang,5,2001,2005,Toi,0,0,2211184076
2872,NhaLienKe,CT,123,Vuong,3Tang,8,2015,2020,ToiGach,0,0,1522470630
2873,ChungCu,HCM,141,Vuong,1Tang,7,2011,2011,ToiGach,0,0,1850155893
2874,NhaLienKe,HP,136,Vuong,2Tang,6,2002,2017,ToiGach,0,0,1861173328
2875,NhaPho,DN,160,TamGiac,3Tang,9,2011,2011,ToiGach,0,0,1941508320
2876,NhaLienKe,CT,71,Vuong,2Tang,8,2006,2008,BeTong,0,0,1029499432
2877,NhaLienKe,HCM,149,Vuong,2Tang,9,2005,2005,Gach,0,0,1947615058
2878,CanHo,HCM,182,TamGiac,2Tang,5,2022,2022,ToiGach,0,0,2673429486
2879,CanHo,HCM,127,Vuong,1Tang,5,2014,2014,ToiGach,0,0,1723542908
2880,NhaPho,HP,85,Vuong,1Tang,9,1992,2023,ToiGach,0,0,1167972760
2881,CanHo,CT,188,TamGiac,1Tang,5,2001,2001,Gach,0,0,2678980260
2882,NhaLienKe,HN,166,TamGiac,1Tang,9,2006,2017,ToiGach,0,0,2298530620
2883,NhaLienKe,HP,130,Vuong,2Tang,8,2003,2003,Gach,0,0,1769327560
2884,ChungCu,DN,192,TamGiac,2Tang,8,2009,2009,BeTong,0,0,2410251648
2885,NhaLienKe,CT,104,TamGiac,CanHo,6,2002,2014,Gach,0,0,1271029968
2886,ChungCu,CT,164,ChuL,2Tang,8,1999,2018,BeTong,0,0,2137804780
2887,NhaPho,HP,72,TamGiac,CanHo,6,2003,2003,BeTong,0,0,1057193136
2888,ChungCu,HN,143,ChuNhat,3Tang,8,1993,2013,BeTong,0,0,1779070722
2889,NhaLienKe,CT,135,Vuong,1Tang,5,2008,2008,ToiGach,0,0,1871810505
2890,NhaPho,CT,198,ChuL,2Tang,8,2010,2012,BeTong,0,0,2559879630
2891,NhaPho,HCM,132,ChuL,CanHo,8,1991,2012,Gach,0,0,1968918204
2892,CanHo,HP,182,TamGiac,2Tang,9,1994,1994,Gach,0,0,2706567864
2893,ChungCu,HN,180,ChuL,CanHo,6,2006,2006,Gach,0,0,2336054400
2894,ChungCu,CT,129,ChuNhat,CanHo,6,2022,2022,Gach,0,0,1729132125
2895,CanHo,HN,102,TamGiac,1Tang,10,2019,2019,Toi,0,0,1383132648
2896,NhaPho,DN,182,Vuong,3Tang,10,2021,2021,Gach,0,0,2618447832
2897,NhaPho,DN,53,TamGiac,1Tang,6,2011,2011,ToiGach,0,0,640730038
2898,ChungCu,HCM,91,ChuL,2Tang,8,2013,2013,Gach,0,0,1170487682
2899,NhaPho,CT,93,Vuong,1Tang,6,2014,2014,ToiGach,0,0,1392820545
2900,ChungCu,HN,118,TamGiac,2Tang,5,1999,2002,Toi,0,0,1654511158
2901,CanHo,HN,68,TamGiac,3Tang,7,2015,2015,Gach,0,0,877625136
2902,NhaPho,HN,156,TamGiac,1Tang,8,2017,2021,ToiGach,0,0,2176552092
2903,CanHo,DN,106,TamGiac,2Tang,9,2014,2014,ToiGach,0,0,1512131976
2904,CanHo,HP,110,TamGiac,3Tang,6,2008,2008,Toi,0,0,1456409790
2905,CanHo,HN,133,Vuong,2Tang,7,2018,2018,Toi,0,0,1840598172
2906,NhaLienKe,HCM,108,ChuL,3Tang,7,2003,2013,ToiGach,0,0,1597459536
2907,ChungCu,CT,166,TamGiac,3Tang,10,2021,2022,BeTong,0,0,2143801356
2908,NhaPho,CT,197,ChuL,2Tang,10,2001,2003,ToiGach,0,0,2690977645
2909,ChungCu,CT,126,ChuNhat,CanHo,8,1990,1990,Gach,0,0,1775950974
2910,NhaPho,HN,152,ChuL,1Tang,10,2019,2019,BeTong,0,0,2219613440
2911,NhaLienKe,DN,178,ChuL,1Tang,6,2014,2023,Gach,0,0,2231527082
2912,NhaLienKe,CT,100,ChuNhat,1Tang,8,2011,2016,ToiGach,0,0,1480955100
2913,NhaPho,HCM,95,ChuL,3Tang,8,2004,2004,BeTong,0,0,1365518885
2914,CanHo,CT,183,ChuL,3Tang,7,2010,2010,Gach,0,0,2360533104
2915,CanHo,DN,180,Vuong,2Tang,7,1991,1991,Gach,0,0,2590570080
2916,CanHo,CT,137,ChuL,3Tang,8,1999,1999,ToiGach,0,0,1647481992
2917,NhaPho,HN,158,Vuong,CanHo,5,2000,2000,BeTong,0,0,2001637378
2918,CanHo,HCM,106,Vuong,2Tang,6,1995,2016,BeTong,0,0,1318542374
2919,NhaPho,HCM,159,ChuL,3Tang,7,1999,1999,Toi,0,0,2001327594
2920,NhaPho,HP,51,TamGiac,CanHo,5,1991,2002,Gach,0,0,629442051
2921,ChungCu,CT,188,ChuL,1Tang,9,1992,2015,BeTong,0,0,2435971648
2922,NhaLienKe,HCM,157,Vuong,1Tang,7,1999,2004,Gach,0,0,2082105583
2923,NhaPho,DN,172,ChuNhat,CanHo,8,2000,2020,ToiGach,0,0,2251576320
2924,NhaPho,HN,107,ChuL,3Tang,10,2002,2015,Toi,0,0,1583030653
2925,NhaPho,HP,94,ChuNhat,1Tang,8,2020,2023,BeTong,0,0,1401790134
2926,NhaLienKe,HP,108,ChuNhat,2Tang,6,2007,2014,Toi,0,0,1437842772
2927,NhaLienKe,HP,143,ChuL,3Tang,6,2010,2012,BeTong,0,0,1894348027
2928,NhaLienKe,HCM,107,ChuL,1Tang,8,2010,2010,BeTong,0,0,1445062927
2929,ChungCu,DN,145,ChuL,1Tang,9,2005,2007,BeTong,0,0,1963413535
2930,CanHo,DN,66,TamGiac,3Tang,8,1991,1991,ToiGach,0,0,909855804
2931,ChungCu,HN,76,ChuL,3Tang,5,2010,2018,Gach,0,0,951776804
2932,CanHo,HN,74,ChuNhat,1Tang,9,1996,2003,BeTong,0,0,988372860
2933,NhaLienKe,DN,89,ChuNhat,1Tang,9,2017,2017,ToiGach,0,0,1155276782
2934,NhaPho,HN,54,ChuL,CanHo,7,2001,2001,Gach,0,0,661904838
2935,NhaPho,HCM,142,Vuong,CanHo,8,1995,1995,BeTong,0,0,1780056620
2936,CanHo,HP,55,TamGiac,2Tang,8,2008,2009,Toi,0,0,719134955
2937,CanHo,CT,93,TamGiac,CanHo,5,2013,2014,Gach,0,0,1253253492
2938,ChungCu,DN,179,TamGiac,CanHo,9,2007,2009,ToiGach,0,0,2456613900
2939,NhaPho,HP,109,ChuL,3Tang,10,2018,2018,Toi,0,0,1578382457
2940,CanHo,DN,80,ChuNhat,1Tang,7,2012,2014,Toi,0,0,1063932400
2941,ChungCu,HN,84,ChuNhat,CanHo,10,2020,2021,Toi,0,0,1246594944
2942,ChungCu,DN,66,TamGiac,CanHo,7,2010,2010,BeTong,0,0,939572040
2943,NhaPho,HP,136,Vuong,CanHo,8,2002,2002,ToiGach,0,0,1711865592
2944,NhaPho,CT,128,ChuL,2Tang,6,2022,2022,BeTong,0,0,1587004032
2945,CanHo,HN,175,ChuNhat,2Tang,6,1990,2022,ToiGach,0,0,2317406525
2946,ChungCu,DN,101,Vuong,2Tang,9,1997,1997,BeTong,0,0,1360797644
2947,ChungCu,HCM,127,Vuong,2Tang,7,1991,2012,Gach,0,0,1573344453
2948,ChungCu,HP,188,ChuL,CanHo,6,2006,2011,ToiGach,0,0,2635476308
2949,NhaLienKe,HCM,126,TamGiac,2Tang,6,1992,2012,BeTong,0,0,1543224312
2950,ChungCu,HN,106,TamGiac,1Tang,8,1992,1992,BeTong,0,0,1381440654
2951,ChungCu,HCM,103,ChuL,3Tang,8,2014,2017,ToiGach,0,0,1238216560
2952,CanHo,HN,131,Vuong,1Tang,5,1995,2008,Toi,0,0,1714956370
2953,NhaPho,HP,198,Vuong,3Tang,10,1993,2001,Toi,0,0,2724696216
2954,NhaLienKe,HP,129,Vuong,3Tang,6,2016,2022,ToiGach,0,0,1731532041
2955,ChungCu,CT,99,ChuL,1Tang,9,1995,1995,ToiGach,0,0,1467886761
2956,ChungCu,HCM,140,TamGiac,1Tang,6,2006,2021,Toi,0,0,1836226280
2957,CanHo,CT,197,ChuL,3Tang,5,1993,2000,Gach,0,0,2826752803
2958,ChungCu,HP,119,ChuL,2Tang,8,2008,2017,BeTong,0,0,1726774371
2959,NhaPho,HN,193,ChuL,1Tang,6,1990,1990,BeTong,0,0,2399661833
2960,ChungCu,HP,72,TamGiac,2Tang,7,2001,2022,BeTong,0,0,1079062920
2961,CanHo,HCM,75,TamGiac,CanHo,8,2012,2012,BeTong,0,0,985553850
2962,CanHo,HCM,173,ChuL,CanHo,6,2010,2011,Gach,0,0,2463590065
2963,ChungCu,HCM,152,ChuL,CanHo,6,1992,1992,Toi,0,0,2053918544
2964,CanHo,CT,192,ChuL,1Tang,10,1999,1999,ToiGach,0,0,2687797056
2965,ChungCu,HCM,110,ChuL,3Tang,8,2004,2022,BeTong,0,0,1526639510
2966,CanHo,HCM,115,ChuL,2Tang,8,2009,2015,BeTong,0,0,1620677865
2967,NhaPho,HCM,159,ChuNhat,2Tang,6,1997,2012,ToiGach,0,0,2247765351
2968,NhaPho,HN,154,TamGiac,CanHo,9,2012,2023,BeTong,0,0,1912202600
2969,ChungCu,HP,115,TamGiac,1Tang,7,2002,2010,ToiGach,0,0,1712344135
2970,NhaLienKe,HP,76,ChuL,CanHo,8,2016,2019,ToiGach,0,0,1079413560
2971,CanHo,HP,89,ChuNhat,3Tang,8,2005,2005,Gach,0,0,1098087874
2972,NhaPho,HP,158,TamGiac,1Tang,7,2019,2019,BeTong,0,0,2141879916
2973,CanHo,DN,57,ChuNhat,2Tang,9,2015,2018,Gach,0,0,732455472
2974,NhaPho,HCM,140,ChuNhat,1Tang,9,2005,2005,Toi,0,0,1781671920
2975,NhaLienKe,HN,132,Vuong,2Tang,5,2012,2023,Toi,0,0,1650672012
2976,CanHo,DN,56,ChuNhat,CanHo,10,2015,2017,BeTong,0,0,683678184
2977,NhaLienKe,DN,190,ChuL,CanHo,6,1998,1998,Toi,0,0,2661908360
2978,CanHo,HCM,92,TamGiac,CanHo,5,1993,1993,Gach,0,0,1310852984
2979,NhaPho,HN,177,ChuNhat,CanHo,6,2008,2008,BeTong,0,0,2276740380
2980,NhaLienKe,HP,74,TamGiac,CanHo,10,2002,2023,ToiGach,0,0,1020915248
2981,ChungCu,HCM,193,ChuNhat,CanHo,8,2004,2009,Toi,0,0,2777386186
2982,CanHo,HCM,168,Vuong,2Tang,10,1999,2014,Gach,0,0,2250351096
2983,CanHo,HN,142,TamGiac,1Tang,6,2006,2021,ToiGach,0,0,2003695970
2984,NhaPho,CT,189,Vuong,CanHo,6,2006,2021,Toi,0,0,2742582969
2985,ChungCu,CT,78,ChuNhat,CanHo,6,2009,2018,Toi,0,0,1062330516
2986,CanHo,DN,200,ChuNhat,3Tang,10,2012,2017,ToiGach,0,0,2403237600
2987,CanHo,HCM,80,Vuong,3Tang,5,2021,2023,ToiGach,0,0,1113744720
2988,ChungCu,HN,107,ChuL,CanHo,7,2021,2021,ToiGach,0,0,1337785369
2989,NhaPho,HN,166,TamGiac,1Tang,10,2011,2011,Toi,0,0,2390630906
2990,NhaLienKe,HN,136,Vuong,1Tang,7,2013,2013,BeTong,0,0,1793200256
2991,ChungCu,HN,67,ChuL,CanHo,9,2013,2013,Gach,0,0,974964168
2992,NhaPho,HP,182,ChuNhat,1Tang,10,2020,2021,BeTong,0,0,2415031710
2993,CanHo,HN,198,ChuL,3Tang,10,2013,2014,BeTong,0,0,2447914986
2994,CanHo,DN,72,TamGiac,2Tang,7,2019,2019,BeTong,0,0,987597216
2995,NhaPho,HCM,107,ChuL,2Tang,8,1991,1991,Toi,0,0,1372486646
2996,ChungCu,HN,59,TamGiac,1Tang,5,2018,2020,Gach,0,0,805199786
2997,ChungCu,HN,163,ChuNhat,CanHo,5,2001,2001,Toi,0,0,2193197600
2998,CanHo,CT,81,ChuNhat,1Tang,9,2014,2014,BeTong,0,0,1147857480
2999,ChungCu,HCM,100,TamGiac,CanHo,6,1992,1992,BeTong,0,0,1205923500
3000,NhaPho,HN,168,TamGiac,2Tang,10,1999,1999,Gach,0,0,2204806632
3001,CanHo,HP,123,Vuong,3Tang,9,1997,1997,Toi,0,0,1788865137
3002,NhaLienKe,HN,133,ChuNhat,CanHo,9,2009,2023,Gach,0,0,1921512579
3003,NhaLienKe,HP,126,TamGiac,3Tang,5,2005,2005,BeTong,0,0,1874471508
3004,CanHo,HCM,62,ChuL,3Tang,5,2018,2018,Toi,0,0,770050354
3005,NhaLienKe,DN,174,Vuong,1Tang,10,2022,2022,ToiGach,0,0,2197086690
3006,ChungCu,DN,84,ChuL,1Tang,6,2000,2000,Toi,0,0,1143463776
3007,ChungCu,HCM,64,TamGiac,2Tang,7,1998,1998,Gach,0,0,944228096
3008,NhaLienKe,HN,118,TamGiac,3Tang,7,2008,2008,BeTong,0,0,1754511792
3009,NhaLienKe,DN,197,ChuL,2Tang,6,1993,1993,ToiGach,0,0,2786100080
3010,NhaLienKe,CT,109,ChuL,1Tang,9,2003,2003,ToiGach,0,0,1461525410
3011,ChungCu,HN,57,Vuong,2Tang,10,2016,2021,Gach,0,0,719022111
3012,NhaLienKe,CT,67,Vuong,3Tang,9,2008,2008,BeTong,0,0,982177388
3013,NhaLienKe,DN,162,Vuong,1Tang,7,1999,1999,ToiGach,0,0,2163351726
3014,CanHo,HCM,165,ChuNhat,2Tang,5,1996,2009,Toi,0,0,1980708840
3015,CanHo,HCM,163,ChuNhat,3Tang,7,1997,1997,BeTong,0,0,2024989098
3016,NhaPho,HN,61,Vuong,2Tang,9,2019,2019,ToiGach,0,0,886468958
3017,NhaPho,HCM,72,ChuNhat,3Tang,6,2014,2014,Toi,0,0,882269496
3018,NhaLienKe,HP,191,TamGiac,CanHo,6,2020,2020,Gach,0,0,2409526120
3019,NhaPho,HP,101,ChuNhat,2Tang,9,1996,1996,Toi,0,0,1256272340
3020,ChungCu,HP,87,ChuL,3Tang,5,2006,2013,Toi,0,0,1246730880
3021,ChungCu,HN,84,ChuNhat,CanHo,10,2004,2004,ToiGach,0,0,1222292232
3022,ChungCu,HN,134,ChuL,3Tang,8,2015,2019,BeTong,0,0,1635975984
3023,NhaLienKe,DN,59,Vuong,3Tang,5,2019,2019,Toi,0,0,725549786
3024,NhaLienKe,DN,53,ChuNhat,3Tang,7,1991,2023,BeTong,0,0,764462884
3025,ChungCu,DN,54,ChuNhat,CanHo,7,2021,2021,BeTong,0,0,689051502
3026,NhaLienKe,HCM,72,Vuong,2Tang,10,2007,2007,Toi,0,0,1004779728
3027,NhaPho,DN,139,ChuNhat,CanHo,10,1998,1998,Gach,0,0,1858149498
3028,ChungCu,CT,185,Vuong,CanHo,7,2009,2009,Gach,0,0,2565150430
3029,NhaLienKe,HCM,100,ChuNhat,1Tang,5,2012,2021,Gach,0,0,1328961800
3030,CanHo,CT,174,Vuong,CanHo,9,1998,2008,Gach,0,0,2341812930
3031,NhaPho,HN,177,TamGiac,CanHo,6,2008,2008,Gach,0,0,2308135932
3032,NhaLienKe,HP,166,ChuL,3Tang,6,1993,2006,Gach,0,0,2215341546
3033,NhaLienKe,HN,63,ChuL,1Tang,10,1998,2023,ToiGach,0,0,779085594
3034,NhaLienKe,CT,112,Vuong,CanHo,9,2012,2012,Gach,0,0,1418705456
3035,NhaLienKe,HCM,182,ChuNhat,2Tang,8,1999,2014,ToiGach,0,0,2595306168
3036,NhaPho,DN,173,ChuNhat,3Tang,7,1999,1999,ToiGach,0,0,2323547949
3037,NhaLienKe,HP,194,Vuong,3Tang,7,1996,2022,ToiGach,0,0,2833512008
3038,CanHo,DN,165,ChuL,CanHo,5,2011,2019,ToiGach,0,0,2205581565
3039,NhaLienKe,CT,84,TamGiac,3Tang,10,2017,2017,BeTong,0,0,1245481608
3040,CanHo,HN,142,TamGiac,1Tang,10,2008,2008,BeTong,0,0,2037789744
3041,NhaPho,DN,158,TamGiac,2Tang,9,1993,1993,BeTong,0,0,1994617122
3042,CanHo,HP,67,Vuong,CanHo,9,2002,2021,Toi,0,0,892883339
3043,CanHo,DN,50,Vuong,3Tang,7,2011,2011,ToiGach,0,0,749845800
3044,ChungCu,DN,132,ChuNhat,2Tang,10,2000,2000,BeTong,0,0,1634651964
3045,ChungCu,DN,82,TamGiac,2Tang,6,2016,2018,Gach,0,0,1123159248
3046,CanHo,HN,195,TamGiac,CanHo,10,1993,2014,ToiGach,0,0,2345564130
3047,NhaPho,HP,150,ChuL,CanHo,10,2013,2015,BeTong,0,0,1849382850
3048,NhaLienKe,HCM,134,Vuong,3Tang,5,2007,2007,Toi,0,0,1756330094
3049,ChungCu,CT,180,ChuNhat,2Tang,10,1993,1994,Toi,0,0,2546248680
3050,CanHo,CT,195,ChuNhat,CanHo,7,2006,2014,Toi,0,0,2624365380
3051,NhaLienKe,CT,117,ChuNhat,2Tang,6,2000,2000,BeTong,0,0,1581546096
3052,NhaPho,HCM,122,ChuL,2Tang,8,1995,2008,ToiGach,0,0,1555220742
3053,NhaLienKe,HN,80,ChuL,CanHo,10,1994,2008,ToiGach,0,0,1157159280
3054,NhaLienKe,DN,142,ChuL,3Tang,7,1991,1991,BeTong,0,0,1739821346
3055,ChungCu,CT,57,ChuL,1Tang,5,1996,2016,Toi,0,0,829776702
3056,ChungCu,HP,71,ChuL,CanHo,10,2008,2008,ToiGach,0,0,958258955
3057,ChungCu,HCM,103,ChuL,CanHo,5,1994,1994,Toi,0,0,1256114458
3058,ChungCu,HCM,198,TamGiac,CanHo,7,2006,2006,ToiGach,0,0,2911274190
3059,NhaLienKe,HN,131,Vuong,1Tang,6,2012,2021,BeTong,0,0,1716760633
3060,NhaLienKe,CT,109,ChuNhat,CanHo,9,2012,2019,Gach,0,0,1505954900
3061,NhaLienKe,CT,113,TamGiac,3Tang,10,2016,2016,ToiGach,0,0,1643113451
3062,NhaPho,DN,153,ChuNhat,2Tang,9,1993,2010,BeTong,0,0,2065323591
3063,CanHo,HCM,88,TamGiac,CanHo,6,2005,2005,Toi,0,0,1109498456
